Marca temporal,Ciudad , Colegio,Grado,Edad,Género ,Grupo_familiar,Zona_Vivienda,Grupo_Social,8  Empujando_intencional, 9. Halado_cabello_agredido,10 Agredido_con_golpes ,11 Dañado_objetos ,12. ¿Lanzan_objetos? ,13. ¿Insultos_ofensas?,14 ¿Víctima_chantaje?,15 ¿Avergonzado_público?,16 ¿Amenazas? ,17 ¿Víctima_bromas_pesadas?,18 ¿Frases excluyentes?,19 ¿Burlas_por_aspecto_físico_o_ condiciones_ particulares? ,20 ¿Mensajes_contenido_ofensivo_desagradable?,"21. ¿Insultos, groserías y palabras desagradables a través de redes sociales? ",22. ¿Ha recibido fotos y/o videos desagradables o incómodos sobre usted u otras personas a través de las redes sociales?,23. ¿Ha recibido chantaje o amenazas por fotos o videos incómodos donde usted aparezca?
8/29/2023 10:02:01,Tunja,INEM,906,De 14-17 años,Femenino,Madre,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/29/2023 10:06:10,Tunja,INEM,906,De 14-17 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,Entre 2 y 4 veces al mes,Nunca,Una vez al mes,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Una vez al mes,Una vez al mes,Nunca
8/29/2023 10:08:32,Tunja,INEM,906,De 14-17 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Nunca,Nunca,Una vez al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Una vez al mes,Nunca,Una vez al mes,Nunca,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Una vez al mes,Nunca,Una vez al mes
8/29/2023 10:10:55,Tunja,INEM,906,De 14-17 años,Femenino,Madre y Padre,Urbano,Ninguna,Entre 2 y 4 veces al mes,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Entre 2 y 4 veces al mes,Nunca,Nunca,Nunca,Nunca,Nunca
8/29/2023 11:14:27,Tunja,INEM,906,De 14-17 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca
8/29/2023 11:16:34,Tunja,INEM,906,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,5 o más veces al mes,Nunca,5 o más veces al mes,Nunca,Nunca,Nunca,Una vez al mes,Una vez al mes,Entre 2 y 4 veces al mes,Nunca,5 o más veces al mes,Nunca,Nunca
8/29/2023 11:22:18,Tunja,INEM,906,De 14-17 años,Femenino,Madre,Urbano,Ninguna,Una vez al mes,Nunca,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/29/2023 16:57:46,Tunja,INEM,906,De 14-17 años,Femenino,"Madre y Padre, Padre, Hermanos",Urbano,Ninguna,Una vez al mes,Entre 2 y 4 veces al mes,Nunca,5 o más veces al mes,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Una vez al mes,Nunca,Nunca,Nunca
8/29/2023 17:17:02,Tunja,INEM,906,De 14-17 años,Femenino,Madre y Padre,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/29/2023 17:18:27,Tunja,INEM,906,De 14-17 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/29/2023 17:21:48,Tunja,INEM,906,De 14-17 años,Masculino,Madre y Padre,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/29/2023 17:23:09,Tunja,INEM,906,De 14-17 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/29/2023 17:26:15,Tunja,INEM,906,De 14-17 años,Masculino,Otros,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/29/2023 17:27:42,Tunja,INEM,906,De 14-17 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/29/2023 17:29:01,Tunja,INEM,906,De 14-17 años,Masculino,Padre,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/29/2023 17:37:51,Tunja,INEM,906,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/29/2023 17:39:25,Tunja,INEM,906,De 14-17 años,Masculino,Madre,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/29/2023 17:40:50,Tunja,INEM,906,De 14-17 años,Femenino,Madre,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 15:00:45,Tunja,INEM,807,De 14-17 años,Femenino,Madre,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 15:05:14,Tunja,INEM,807,De 14-17 años,Femenino,"Madre, Tío y primos ",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Entre 2 y 4 veces al mes,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca
9/11/2023 15:07:11,Tunja,INEM,807,De 14-17 años,Masculino,Madre,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 15:08:21,Tunja,INEM,807,De 14-17 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 15:10:51,Tunja,INEM,807,De 14-17 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,5 o más veces al mes,Entre 2 y 4 veces al mes,Nunca,Entre 2 y 4 veces al mes,5 o más veces al mes,Una vez al mes,Nunca,Nunca,Nunca,Una vez al mes,Una vez al mes,Una vez al mes,Nunca,Nunca,Nunca,Nunca
9/11/2023 15:15:59,Tunja,INEM,807,De 14-17 años,Masculino,Padre,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 15:18:31,Tunja,INEM,807,De 14-17 años,Femenino,"Madre, Tíos y primos ",Urbano,Ninguna,5 o más veces al mes,Entre 2 y 4 veces al mes,Nunca,Una vez al mes,Entre 2 y 4 veces al mes,5 o más veces al mes,Entre 2 y 4 veces al mes,Una vez al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Una vez al mes,Una vez al mes,Nunca,Nunca,Nunca,Nunca
9/11/2023 15:30:16,Tunja,INEM,807,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Entre 2 y 4 veces al mes,Una vez al mes,Una vez al mes,Nunca,Nunca,5 o más veces al mes,Una vez al mes,Entre 2 y 4 veces al mes,Una vez al mes,Entre 2 y 4 veces al mes,Una vez al mes,Entre 2 y 4 veces al mes,Nunca,Una vez al mes,Nunca,Nunca
9/11/2023 15:59:49,Tunja,INEM,807,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Una vez al mes,Nunca,Una vez al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,5 o más veces al mes,Una vez al mes,5 o más veces al mes,Nunca,Una vez al mes,Una vez al mes,5 o más veces al mes,Nunca,Nunca,Nunca,Nunca
9/11/2023 16:01:53,Tunja,INEM,807,De 14-17 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,5 o más veces al mes,Entre 5 o mas veces al mes,Una vez al mes,Nunca,5 o más veces al mes,5 o más veces al mes,5 o más veces al mes,5 o más veces al mes,Entre 2 y 4 veces al mes,5 o más veces al mes,Entre 2 y 4 veces al mes,5 o más veces al mes,5 o más veces al mes,Una vez al mes,Entre 2 y 4 veces al mes,Una vez al mes
9/11/2023 16:03:57,Tunja,INEM,807,De 14-17 años,Femenino,"Madre, Hermanos",Urbano,Ninguna,Una vez al mes,Nunca,Nunca,Una vez al mes,Una vez al mes,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 16:06:17,Tunja,INEM,807,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,5 o más veces al mes,Entre 2 y 4 veces al mes,Nunca,Nunca,5 o más veces al mes,5 o más veces al mes,Nunca,Una vez al mes,Una vez al mes,Nunca,Nunca,Entre 2 y 4 veces al mes,Nunca,Nunca,Nunca,Nunca
9/11/2023 16:11:08,Tunja,INEM,807,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 16:13:25,Tunja,INEM,807,De 14-17 años,Masculino,Madre,Urbano,Ninguna,Nunca,Entre 2 y 4 veces al mes,Nunca,Nunca,5 o más veces al mes,5 o más veces al mes,Nunca,5 o más veces al mes,Nunca,Nunca,5 o más veces al mes,Entre 2 y 4 veces al mes,Nunca,Entre 2 y 4 veces al mes,Nunca,Nunca
9/11/2023 16:16:49,Tunja,INEM,807,De 14-17 años,Femenino,Primos y Tíos ,Urbano,Ninguna,Entre 2 y 4 veces al mes,Una vez al mes,Una vez al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Una vez al mes,Una vez al mes,Una vez al mes,Nunca,Una vez al mes,Una vez al mes,Una vez al mes,Nunca,Nunca,Nunca,Nunca
9/11/2023 16:19:09,Tunja,INEM,807,De 14-17 años,Masculino,Madre,Urbano,Ninguna,Entre 2 y 4 veces al mes,Nunca,Nunca,Nunca,Nunca,Entre 2 y 4 veces al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Entre 2 y 4 veces al mes,Nunca,Nunca
9/11/2023 16:20:55,Tunja,INEM,807,De 14-17 años,Femenino,Madre,Urbano,Ninguna,Entre 2 y 4 veces al mes,Nunca,Nunca,Nunca,Nunca,Entre 2 y 4 veces al mes,Nunca,Una vez al mes,Nunca,Nunca,Una vez al mes,Una vez al mes,Nunca,Nunca,Nunca,Nunca
9/11/2023 16:22:55,Tunja,INEM,807,De 14-17 años,Femenino,Madre,Urbano,Ninguna,5 o más veces al mes,Entre 5 o mas veces al mes,Una vez al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,5 o más veces al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Una vez al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Una vez al mes,Nunca
9/11/2023 16:24:57,Tunja,INEM,807,De 14-17 años,Femenino,"Madre y Padre, Hermanos, Tíos y primos ",Urbano,Ninguna,5 o más veces al mes,Una vez al mes,Nunca,Nunca,Entre 2 y 4 veces al mes,5 o más veces al mes,Nunca,Una vez al mes,Nunca,Una vez al mes,Una vez al mes,Nunca,Una vez al mes,Una vez al mes,Nunca,Una vez al mes
9/11/2023 16:26:32,Tunja,INEM,807,De 14-17 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,Entre 2 y 4 veces al mes,Una vez al mes,Una vez al mes,Una vez al mes,Una vez al mes,Entre 2 y 4 veces al mes,Nunca,Una vez al mes,Nunca,Una vez al mes,Una vez al mes,Una vez al mes,Nunca,Nunca,Nunca,Nunca
9/11/2023 16:27:41,Tunja,INEM,807,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 16:29:10,Tunja,INEM,807,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 16:30:17,Tunja,INEM,807,De 14-17 años,Masculino,Madre,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 16:31:22,Tunja,INEM,807,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 16:32:28,Tunja,INEM,807,De 14-17 años,Masculino,Padre,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 16:33:46,Tunja,INEM,807,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 16:37:08,Tunja,INEM,807,De 14-17 años,Prefiero no decirlo,Madre y Padre,Urbano,Ninguna,5 o más veces al mes,Nunca,5 o más veces al mes,5 o más veces al mes,5 o más veces al mes,5 o más veces al mes,5 o más veces al mes,Nunca,5 o más veces al mes,5 o más veces al mes,5 o más veces al mes,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 16:38:43,Tunja,INEM,807,De 14-17 años,Femenino,Otros,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 16:39:59,Tunja,INEM,807,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Entre 2 y 4 veces al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 16:41:23,Tunja,INEM,807,De 14-17 años,Femenino,Otros,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 16:42:58,Tunja,INEM,807,De 14-17 años,Masculino,Madre,Urbano,Ninguna,Entre 2 y 4 veces al mes,Entre 5 o mas veces al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,5 o más veces al mes,Entre 2 y 4 veces al mes,Nunca,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,5 o más veces al mes,Nunca,Nunca,Nunca,Nunca
9/11/2023 16:45:22,Tunja,INEM,807,De 14-17 años,Femenino,Madre,Urbano,Ninguna,Una vez al mes,Nunca,Una vez al mes,Una vez al mes,Una vez al mes,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca,Una vez al mes,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca
9/11/2023 16:47:29,Tunja,INEM,807,De 14-17 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 16:49:01,Tunja,INEM,1101,Mayor a 17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Entre 2 y 4 veces al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Una vez al mes,Una vez al mes,Una vez al mes
9/11/2023 16:51:11,Tunja,INEM,1101,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Entre 2 y 4 veces al mes,Nunca,5 o más veces al mes,Entre 2 y 4 veces al mes,Nunca,5 o más veces al mes,Nunca,Nunca,Nunca,5 o más veces al mes,Una vez al mes,Una vez al mes,Una vez al mes,Nunca,5 o más veces al mes,5 o más veces al mes
9/11/2023 16:52:54,Tunja,INEM,1101,De 14-17 años,Masculino,"Abuelos, Otros",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 16:54:22,Tunja,INEM,1101,De 14-17 años,Femenino,"Madre, Hermanos",Urbano,Ninguna,5 o más veces al mes,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 16:56:07,Tunja,INEM,1101,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 16:57:18,Tunja,INEM,1101,De 14-17 años,Femenino,Madre,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 16:58:33,Tunja,INEM,1101,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 17:00:02,Tunja,INEM,1101,De 14-17 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Entre 2 y 4 veces al mes,Nunca,Entre 2 y 4 veces al mes,Nunca
9/11/2023 17:03:08,Tunja,INEM,1101,De 14-17 años,Femenino,"Madre, Hermanos",Urbano,Ninguna,Una vez al mes,Nunca,Una vez al mes,Una vez al mes,Nunca,Una vez al mes,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 17:04:21,Tunja,INEM,1101,De 14-17 años,Femenino,Madre y Padre,Urbano,Ninguna,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 17:05:43,Tunja,INEM,1001,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 17:06:52,Tunja,INEM,1101,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 17:08:42,Tunja,INEM,1101,De 14-17 años,Femenino,Madre y Padre,Urbano,Ninguna,Entre 2 y 4 veces al mes,Nunca,Una vez al mes,Nunca,Una vez al mes,Una vez al mes,Una vez al mes,Entre 2 y 4 veces al mes,Nunca,Entre 2 y 4 veces al mes,Una vez al mes,Una vez al mes,Una vez al mes,Una vez al mes,Una vez al mes,Una vez al mes
9/11/2023 17:10:16,Tunja,INEM,1101,De 14-17 años,Femenino,"Madre, Abuelos, Tíos ",Urbano,Ninguna,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Una vez al mes,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 17:11:29,Tunja,INEM,1101,De 14-17 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 17:12:45,Tunja,INEM,1101,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 17:14:02,Tunja,INEM,1101,De 14-17 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 17:15:00,Tunja,INEM,1101,De 14-17 años,Femenino,Otros,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 17:16:10,Tunja,INEM,1101,De 14-17 años,Masculino,Otros,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 17:21:54,Tunja,INEM,1101,De 14-17 años,Femenino,Madre,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 17:23:56,Tunja,INEM,1101,De 14-17 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,5 o más veces al mes,Una vez al mes,Entre 2 y 4 veces al mes,5 o más veces al mes,Nunca,5 o más veces al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Una vez al mes,Entre 2 y 4 veces al mes,Nunca,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Nunca
9/11/2023 17:25:38,Tunja,INEM,1101,De 14-17 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,Una vez al mes,Una vez al mes,Una vez al mes,Nunca,Nunca,Entre 2 y 4 veces al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Una vez al mes,Nunca,Nunca
9/11/2023 17:28:29,Tunja,INEM,1101,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Entre 2 y 4 veces al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 17:30:57,Tunja,INEM,1101,De 14-17 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 17:32:15,Tunja,INEM,1101,De 14-17 años,Masculino,Madre y Padre,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 17:33:24,Tunja,INEM,1101,De 14-17 años,Masculino,Madre y Padre,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 17:35:20,Tunja,INEM,1101,De 14-17 años,Femenino,Madre y Padre,Urbano,Ninguna,Entre 2 y 4 veces al mes,Una vez al mes,Nunca,Nunca,Una vez al mes,5 o más veces al mes,5 o más veces al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,5 o más veces al mes,5 o más veces al mes,5 o más veces al mes,Nunca,Nunca,Nunca,Nunca
9/11/2023 17:36:58,Tunja,INEM,1101,De 14-17 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 17:38:17,Tunja,INEM,1101,De 14-17 años,Femenino,Madre,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 17:39:30,Tunja,INEM,1101,De 14-17 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 17:41:11,Tunja,INEM,1101,De 14-17 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca,Una vez al mes,Entre 2 y 4 veces al mes,Una vez al mes,Una vez al mes,Una vez al mes,Nunca
9/15/2023 8:40:01,Tunja,INEM,10-3,De 14-17 años,Femenino,"Madre, Padastro",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/15/2023 8:41:16,Tunja,INEM,10-3,De 14-17 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/15/2023 8:42:48,Tunja,INEM,10-3,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
